target,ref,t,match,gold,syn_def,definition,syn_words,syn,pos,id
camp,camp_out,1888,True,-1,live in or as if in a tent,Provide with dwelling/in camp/tent,"['camp', 'encamp', 'camp_out', 'bivouac', 'tent']",Synset('camp.v.01'),vt,03.02.03|06
camp,bivouac,1888,True,-1,live in or as if in a tent,Provide with dwelling/in camp/tent,"['camp', 'encamp', 'camp_out', 'bivouac', 'tent']",Synset('camp.v.01'),vt,03.02.03|06
camp,tent,1888,True,-1,live in or as if in a tent,Provide with dwelling/in camp/tent,"['camp', 'encamp', 'camp_out', 'bivouac', 'tent']",Synset('camp.v.01'),vt,03.02.03|06
take,bring,1888,True,-1,take something or somebody with oneself somewhere,Transport/convey/Ride (a horse or other animal)/mount (a horse or other animal),"['bring', 'convey', 'take']",Synset('bring.v.01'),vt,03.10.02.03|38
take,convey,1888,True,-1,take something or somebody with oneself somewhere,Transport/convey/Ride (a horse or other animal)/mount (a horse or other animal),"['bring', 'convey', 'take']",Synset('bring.v.01'),vt,03.10.02.03|38
place,rate,1888,True,-1,assign a rank or rating to,Sell/distribute by trade/sale/order,"['rate', 'rank', 'range', 'order', 'grade', 'place']",Synset('rate.v.01'),vt,03.12.12|06
place,rank,1888,True,-1,assign a rank or rating to,Sell/distribute by trade/sale/order,"['rate', 'rank', 'range', 'order', 'grade', 'place']",Synset('rate.v.01'),vt,03.12.12|06
place,range,1888,True,-1,assign a rank or rating to,Sell/distribute by trade/sale/order,"['rate', 'rank', 'range', 'order', 'grade', 'place']",Synset('rate.v.01'),vt,03.12.12|06
place,order,1888,True,-1,assign a rank or rating to,Sell/distribute by trade/sale/order,"['rate', 'rank', 'range', 'order', 'grade', 'place']",Synset('rate.v.01'),vt,03.12.12|06
place,grade,1888,True,-1,assign a rank or rating to,Sell/distribute by trade/sale/order,"['rate', 'rank', 'range', 'order', 'grade', 'place']",Synset('rate.v.01'),vt,03.12.12|06
underbred,ill-bred,1890,True,-1,of persons lacking in refinement or grace,Domesticated/tame/kept for breeding/of livestock/ill-bred,"['ill-bred', 'bounderish', 'lowbred', 'rude', 'underbred', 'yokelish']",Synset('ill-bred.s.01'),adj,01.05.07|06.02.04
underbred,bounderish,1890,True,-1,of persons lacking in refinement or grace,Domesticated/tame/kept for breeding/of livestock/ill-bred,"['ill-bred', 'bounderish', 'lowbred', 'rude', 'underbred', 'yokelish']",Synset('ill-bred.s.01'),adj,01.05.07|06.02.04
underbred,lowbred,1890,True,-1,of persons lacking in refinement or grace,Domesticated/tame/kept for breeding/of livestock/ill-bred,"['ill-bred', 'bounderish', 'lowbred', 'rude', 'underbred', 'yokelish']",Synset('ill-bred.s.01'),adj,01.05.07|06.02.04
underbred,rude,1890,True,-1,of persons lacking in refinement or grace,Domesticated/tame/kept for breeding/of livestock/ill-bred,"['ill-bred', 'bounderish', 'lowbred', 'rude', 'underbred', 'yokelish']",Synset('ill-bred.s.01'),adj,01.05.07|06.02.04
underbred,yokelish,1890,True,-1,of persons lacking in refinement or grace,Domesticated/tame/kept for breeding/of livestock/ill-bred,"['ill-bred', 'bounderish', 'lowbred', 'rude', 'underbred', 'yokelish']",Synset('ill-bred.s.01'),adj,01.05.07|06.02.04
ungulated,ungulate,1890,True,-1,having or resembling hoofs,Of/pertaining to mammals/Ungulate/having hoofs,"['ungulate', 'ungulated', 'hoofed', 'hooved']",Synset('ungulate.a.01'),adj,01.05.19.06
ungulated,hoofed,1890,True,-1,having or resembling hoofs,Of/pertaining to mammals/Ungulate/having hoofs,"['ungulate', 'ungulated', 'hoofed', 'hooved']",Synset('ungulate.a.01'),adj,01.05.19.06
ungulated,hooved,1890,True,-1,having or resembling hoofs,Of/pertaining to mammals/Ungulate/having hoofs,"['ungulate', 'ungulated', 'hoofed', 'hooved']",Synset('ungulate.a.01'),adj,01.05.19.06
untouchable,inaccessible,1890,True,-1,not capable of being obtained,Distance/Distant/far off/remote/inaccessible,"['inaccessible', 'unobtainable', 'unprocurable', 'untouchable']",Synset('inaccessible.s.02'),adj,01.12.01.01|04
untouchable,unobtainable,1890,True,-1,not capable of being obtained,Distance/Distant/far off/remote/inaccessible,"['inaccessible', 'unobtainable', 'unprocurable', 'untouchable']",Synset('inaccessible.s.02'),adj,01.12.01.01|04
untouchable,unprocurable,1890,True,-1,not capable of being obtained,Distance/Distant/far off/remote/inaccessible,"['inaccessible', 'unobtainable', 'unprocurable', 'untouchable']",Synset('inaccessible.s.02'),adj,01.12.01.01|04
perforated,pierced,1890,True,-1,having a hole cut through,Placeable/usable in more than one position/Of/pertaining to an aperture/bored/pierced/perforated/having hole(s)/made/outlined by perforations,"['pierced', 'perforated', 'perforate', 'punctured']",Synset('pierced.s.01'),adj,01.12.05.04.01|05.07.03
perforated,perforate,1890,True,-1,having a hole cut through,Placeable/usable in more than one position/Of/pertaining to an aperture/bored/pierced/perforated/having hole(s)/made/outlined by perforations,"['pierced', 'perforated', 'perforate', 'punctured']",Synset('pierced.s.01'),adj,01.12.05.04.01|05.07.03
perforated,punctured,1890,True,-1,having a hole cut through,Placeable/usable in more than one position/Of/pertaining to an aperture/bored/pierced/perforated/having hole(s)/made/outlined by perforations,"['pierced', 'perforated', 'perforate', 'punctured']",Synset('pierced.s.01'),adj,01.12.05.04.01|05.07.03
trample,tread,1890,True,-1,tread or stomp heavily or roughly,Move along/Walk/tread/step/heavily,"['tread', 'trample']",Synset('tread.v.02'),vi,01.14.03.02|27
mate,match,1890,True,-1,bring two objects ideas or people together,Relate to/Make equal/equal/match/rival,"['match', 'mate', 'couple', 'pair', 'twin']",Synset('match.v.03'),vt,01.16.01.11|03
mate,couple,1890,True,-1,bring two objects ideas or people together,Relate to/Make equal/equal/match/rival,"['match', 'mate', 'couple', 'pair', 'twin']",Synset('match.v.03'),vt,01.16.01.11|03
mate,pair,1890,True,-1,bring two objects ideas or people together,Relate to/Make equal/equal/match/rival,"['match', 'mate', 'couple', 'pair', 'twin']",Synset('match.v.03'),vt,01.16.01.11|03
mate,twin,1890,True,-1,bring two objects ideas or people together,Relate to/Make equal/equal/match/rival,"['match', 'mate', 'couple', 'pair', 'twin']",Synset('match.v.03'),vt,01.16.01.11|03
untied,unfastened,1890,True,-1,not tied,Whole/Loosening/unfastening/loose/unfastened/untied,"['untied', 'unfastened']",Synset('untied.a.01'),adj,01.16.07.05.08.03.01|02
cogitate,think,1890,True,-1,use or exercise the mind or ones power of reason in order to make inferences decisions or arrive at a solution or judgments,"Think/have in mind/Consider, deliberate","['think', 'cogitate', 'cerebrate']",Synset('think.v.03'),vt,02.01.06.03.01
cogitate,cerebrate,1890,True,-1,use or exercise the mind or ones power of reason in order to make inferences decisions or arrive at a solution or judgments,"Think/have in mind/Consider, deliberate","['think', 'cogitate', 'cerebrate']",Synset('think.v.03'),vt,02.01.06.03.01
think,remember,1890,True,-1,recall knowledge from memory have a recollection,Remember,"['remember', 'retrieve', 'recall', 'call_back', 'call_up', 'recollect', 'think']",Synset('remember.v.01'),v,02.01.11
think,retrieve,1890,True,-1,recall knowledge from memory have a recollection,Remember,"['remember', 'retrieve', 'recall', 'call_back', 'call_up', 'recollect', 'think']",Synset('remember.v.01'),v,02.01.11
think,recall,1890,True,-1,recall knowledge from memory have a recollection,Remember,"['remember', 'retrieve', 'recall', 'call_back', 'call_up', 'recollect', 'think']",Synset('remember.v.01'),v,02.01.11
think,call_back,1890,True,-1,recall knowledge from memory have a recollection,Remember,"['remember', 'retrieve', 'recall', 'call_back', 'call_up', 'recollect', 'think']",Synset('remember.v.01'),v,02.01.11
think,call_up,1890,True,-1,recall knowledge from memory have a recollection,Remember,"['remember', 'retrieve', 'recall', 'call_back', 'call_up', 'recollect', 'think']",Synset('remember.v.01'),v,02.01.11
think,recollect,1890,True,-1,recall knowledge from memory have a recollection,Remember,"['remember', 'retrieve', 'recall', 'call_back', 'call_up', 'recollect', 'think']",Synset('remember.v.01'),v,02.01.11
graciously,gracefully,1890,True,-1,in a gracious or graceful manner,Elegantly/gracefully,"['graciously', 'gracefully']",Synset('graciously.r.01'),adv,02.02.12.02.02|01
trail,chase,1890,True,-1,go after with the intent to catch,Link by means of travel/Track/trail/path/mark out (a trail or path),"['chase', 'chase_after', 'trail', 'tail', 'tag', 'give_chase', 'dog', 'go_after', 'track']",Synset('chase.v.01'),vt,03.10.03.01.02.02|02
trail,chase_after,1890,True,-1,go after with the intent to catch,Link by means of travel/Track/trail/path/mark out (a trail or path),"['chase', 'chase_after', 'trail', 'tail', 'tag', 'give_chase', 'dog', 'go_after', 'track']",Synset('chase.v.01'),vt,03.10.03.01.02.02|02
trail,tail,1890,True,-1,go after with the intent to catch,Link by means of travel/Track/trail/path/mark out (a trail or path),"['chase', 'chase_after', 'trail', 'tail', 'tag', 'give_chase', 'dog', 'go_after', 'track']",Synset('chase.v.01'),vt,03.10.03.01.02.02|02
trail,tag,1890,True,-1,go after with the intent to catch,Link by means of travel/Track/trail/path/mark out (a trail or path),"['chase', 'chase_after', 'trail', 'tail', 'tag', 'give_chase', 'dog', 'go_after', 'track']",Synset('chase.v.01'),vt,03.10.03.01.02.02|02
trail,give_chase,1890,True,-1,go after with the intent to catch,Link by means of travel/Track/trail/path/mark out (a trail or path),"['chase', 'chase_after', 'trail', 'tail', 'tag', 'give_chase', 'dog', 'go_after', 'track']",Synset('chase.v.01'),vt,03.10.03.01.02.02|02
trail,dog,1890,True,-1,go after with the intent to catch,Link by means of travel/Track/trail/path/mark out (a trail or path),"['chase', 'chase_after', 'trail', 'tail', 'tag', 'give_chase', 'dog', 'go_after', 'track']",Synset('chase.v.01'),vt,03.10.03.01.02.02|02
trail,go_after,1890,True,-1,go after with the intent to catch,Link by means of travel/Track/trail/path/mark out (a trail or path),"['chase', 'chase_after', 'trail', 'tail', 'tag', 'give_chase', 'dog', 'go_after', 'track']",Synset('chase.v.01'),vt,03.10.03.01.02.02|02
trail,track,1890,True,-1,go after with the intent to catch,Link by means of travel/Track/trail/path/mark out (a trail or path),"['chase', 'chase_after', 'trail', 'tail', 'tag', 'give_chase', 'dog', 'go_after', 'track']",Synset('chase.v.01'),vt,03.10.03.01.02.02|02
run,hunt,1892,True,-1,pursue for food or sport as of wild animals,Hunt/Hunt specific animal/with ferrets/hunt rabbits/send ferret down hole,"['hunt', 'run', 'hunt_down', 'track_down']",Synset('hunt.v.01'),vt,01.07.04.02|05.01.02
run,hunt_down,1892,True,-1,pursue for food or sport as of wild animals,Hunt/Hunt specific animal/with ferrets/hunt rabbits/send ferret down hole,"['hunt', 'run', 'hunt_down', 'track_down']",Synset('hunt.v.01'),vt,01.07.04.02|05.01.02
run,track_down,1892,True,-1,pursue for food or sport as of wild animals,Hunt/Hunt specific animal/with ferrets/hunt rabbits/send ferret down hole,"['hunt', 'run', 'hunt_down', 'track_down']",Synset('hunt.v.01'),vt,01.07.04.02|05.01.02
howl,ululate,1892,True,-1,emit long loud cries,Hear/Cry of emotion/pain/wail/howl/cause by,"['howl', 'ululate', 'wail', 'roar', 'yawl', 'yaup']",Synset('howl.v.01'),vt,01.09.09.02.04.04.01|03.01
howl,wail,1892,True,-1,emit long loud cries,Hear/Cry of emotion/pain/wail/howl/cause by,"['howl', 'ululate', 'wail', 'roar', 'yawl', 'yaup']",Synset('howl.v.01'),vt,01.09.09.02.04.04.01|03.01
howl,roar,1892,True,-1,emit long loud cries,Hear/Cry of emotion/pain/wail/howl/cause by,"['howl', 'ululate', 'wail', 'roar', 'yawl', 'yaup']",Synset('howl.v.01'),vt,01.09.09.02.04.04.01|03.01
howl,yawl,1892,True,-1,emit long loud cries,Hear/Cry of emotion/pain/wail/howl/cause by,"['howl', 'ululate', 'wail', 'roar', 'yawl', 'yaup']",Synset('howl.v.01'),vt,01.09.09.02.04.04.01|03.01
howl,yaup,1892,True,-1,emit long loud cries,Hear/Cry of emotion/pain/wail/howl/cause by,"['howl', 'ululate', 'wail', 'roar', 'yawl', 'yaup']",Synset('howl.v.01'),vt,01.09.09.02.04.04.01|03.01
flitter,flicker,1892,True,-1,move back and forth very rapidly,Move in specific manner/Agitate/cause to flutter/flicker,"['flicker', 'waver', 'flitter', 'flutter', 'quiver']",Synset('flicker.v.01'),vt,01.14.02.03|12
flitter,waver,1892,True,-1,move back and forth very rapidly,Move in specific manner/Agitate/cause to flutter/flicker,"['flicker', 'waver', 'flitter', 'flutter', 'quiver']",Synset('flicker.v.01'),vt,01.14.02.03|12
flitter,flutter,1892,True,-1,move back and forth very rapidly,Move in specific manner/Agitate/cause to flutter/flicker,"['flicker', 'waver', 'flitter', 'flutter', 'quiver']",Synset('flicker.v.01'),vt,01.14.02.03|12
flitter,quiver,1892,True,-1,move back and forth very rapidly,Move in specific manner/Agitate/cause to flutter/flicker,"['flicker', 'waver', 'flitter', 'flutter', 'quiver']",Synset('flicker.v.01'),vt,01.14.02.03|12
try,test,1892,True,-1,put to the test as for its quality or give experimental use to,"Test/Prove, demonstrate","['test', 'prove', 'try', 'try_out', 'examine', 'essay']",Synset('test.v.01'),vt,02.02.06.03
try,prove,1892,True,-1,put to the test as for its quality or give experimental use to,"Test/Prove, demonstrate","['test', 'prove', 'try', 'try_out', 'examine', 'essay']",Synset('test.v.01'),vt,02.02.06.03
try,try_out,1892,True,-1,put to the test as for its quality or give experimental use to,"Test/Prove, demonstrate","['test', 'prove', 'try', 'try_out', 'examine', 'essay']",Synset('test.v.01'),vt,02.02.06.03
try,examine,1892,True,-1,put to the test as for its quality or give experimental use to,"Test/Prove, demonstrate","['test', 'prove', 'try', 'try_out', 'examine', 'essay']",Synset('test.v.01'),vt,02.02.06.03
try,essay,1892,True,-1,put to the test as for its quality or give experimental use to,"Test/Prove, demonstrate","['test', 'prove', 'try', 'try_out', 'examine', 'essay']",Synset('test.v.01'),vt,02.02.06.03
service,serve,1892,True,-1,be used by as of a utility,Be subject to/Serve,"['service', 'serve']",Synset('service.v.01'),vt,03.04.09.02
service,serve,1892,True,-1,mate with,Be subject to/Serve,"['serve', 'service']",Synset('serve.v.14'),vt,03.04.09.02
target,aim,1892,True,-1,intend something to move towards a certain goal,Rail travel/direct/manage a railway engine/specific operations,"['target', 'aim', 'place', 'direct', 'point']",Synset('target.v.01'),vt,03.10.04|09.01
target,place,1892,True,-1,intend something to move towards a certain goal,Rail travel/direct/manage a railway engine/specific operations,"['target', 'aim', 'place', 'direct', 'point']",Synset('target.v.01'),vt,03.10.04|09.01
target,direct,1892,True,-1,intend something to move towards a certain goal,Rail travel/direct/manage a railway engine/specific operations,"['target', 'aim', 'place', 'direct', 'point']",Synset('target.v.01'),vt,03.10.04|09.01
target,point,1892,True,-1,intend something to move towards a certain goal,Rail travel/direct/manage a railway engine/specific operations,"['target', 'aim', 'place', 'direct', 'point']",Synset('target.v.01'),vt,03.10.04|09.01
jaunt,travel,1892,True,-1,make a trip for pleasure,Travel/proceed/make one's way/toilsomely,"['travel', 'trip', 'jaunt']",Synset('travel.v.03'),vi,03.10|06
jaunt,trip,1892,True,-1,make a trip for pleasure,Travel/proceed/make one's way/toilsomely,"['travel', 'trip', 'jaunt']",Synset('travel.v.03'),vi,03.10|06
resiny,pitchy,1892,True,-1,having the characteristics of pitch or tar,Pertaining to material worked with/upon/Of resin/resinous,"['pitchy', 'resinous', 'resiny', 'tarry']",Synset('pitchy.s.02'),adj,03.11.12.02.11.01
resiny,resinous,1892,True,-1,having the characteristics of pitch or tar,Pertaining to material worked with/upon/Of resin/resinous,"['pitchy', 'resinous', 'resiny', 'tarry']",Synset('pitchy.s.02'),adj,03.11.12.02.11.01
resiny,tarry,1892,True,-1,having the characteristics of pitch or tar,Pertaining to material worked with/upon/Of resin/resinous,"['pitchy', 'resinous', 'resiny', 'tarry']",Synset('pitchy.s.02'),adj,03.11.12.02.11.01
unaccented,light,1892,True,-1,used of vowels or syllables pronounced with little or no stress,Pertaining to the Arts/Weak/feeble,"['unaccented', 'light', 'weak']",Synset('unaccented.s.02'),adj,03.13.03.04.05.06
unaccented,weak,1892,True,-1,used of vowels or syllables pronounced with little or no stress,Pertaining to the Arts/Weak/feeble,"['unaccented', 'light', 'weak']",Synset('unaccented.s.02'),adj,03.13.03.04.05.06
dateless,endless,1894,True,-1,having no known beginning and presumably no end,Having/pertaining to duration/Eternal/endless/in past and future duration/transcending time,"['dateless', 'endless', 'sempiternal']",Synset('dateless.s.01'),adj,01.13.02.01|04
dateless,sempiternal,1894,True,-1,having no known beginning and presumably no end,Having/pertaining to duration/Eternal/endless/in past and future duration/transcending time,"['dateless', 'endless', 'sempiternal']",Synset('dateless.s.01'),adj,01.13.02.01|04
sway,swing,1894,True,-1,move or walk in a swinging or swaying manner,Move in specific manner/Oscillate/swing/swing on gates,"['swing', 'sway']",Synset('swing.v.02'),vi,01.14.02.02.01|03.01
writhe,wrestle,1894,True,-1,to move in a twisting or contorted motion especially when struggling,Writhe/twist,"['writhe', 'wrestle', 'wriggle', 'worm', 'squirm', 'twist']",Synset('writhe.v.01'),v,01.14.02.04
writhe,wriggle,1894,True,-1,to move in a twisting or contorted motion especially when struggling,Writhe/twist,"['writhe', 'wrestle', 'wriggle', 'worm', 'squirm', 'twist']",Synset('writhe.v.01'),v,01.14.02.04
writhe,worm,1894,True,-1,to move in a twisting or contorted motion especially when struggling,Writhe/twist,"['writhe', 'wrestle', 'wriggle', 'worm', 'squirm', 'twist']",Synset('writhe.v.01'),v,01.14.02.04
writhe,squirm,1894,True,-1,to move in a twisting or contorted motion especially when struggling,Writhe/twist,"['writhe', 'wrestle', 'wriggle', 'worm', 'squirm', 'twist']",Synset('writhe.v.01'),v,01.14.02.04
writhe,twist,1894,True,-1,to move in a twisting or contorted motion especially when struggling,Writhe/twist,"['writhe', 'wrestle', 'wriggle', 'worm', 'squirm', 'twist']",Synset('writhe.v.01'),v,01.14.02.04
labour,labor,1894,True,-1,work hard,Manner of action/Exert oneself/make an effort/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,01.15.20.02|13
labour,toil,1894,True,-1,work hard,Manner of action/Exert oneself/make an effort/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,01.15.20.02|13
labour,fag,1894,True,-1,work hard,Manner of action/Exert oneself/make an effort/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,01.15.20.02|13
labour,travail,1894,True,-1,work hard,Manner of action/Exert oneself/make an effort/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,01.15.20.02|13
labour,grind,1894,True,-1,work hard,Manner of action/Exert oneself/make an effort/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,01.15.20.02|13
labour,drudge,1894,True,-1,work hard,Manner of action/Exert oneself/make an effort/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,01.15.20.02|13
labour,dig,1894,True,-1,work hard,Manner of action/Exert oneself/make an effort/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,01.15.20.02|13
labour,moil,1894,True,-1,work hard,Manner of action/Exert oneself/make an effort/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,01.15.20.02|13
polished,refined,1894,True,-1,showing a high degree of refinement and the assurance that comes from wide social experience,Pertaining to behaviour/Well-behaved/polished/refined/well-mannered/of conduct,"['polished', 'refined', 'svelte', 'urbane']",Synset('polished.s.02'),adj,01.15.21.04|04.06.01
polished,svelte,1894,True,-1,showing a high degree of refinement and the assurance that comes from wide social experience,Pertaining to behaviour/Well-behaved/polished/refined/well-mannered/of conduct,"['polished', 'refined', 'svelte', 'urbane']",Synset('polished.s.02'),adj,01.15.21.04|04.06.01
polished,urbane,1894,True,-1,showing a high degree of refinement and the assurance that comes from wide social experience,Pertaining to behaviour/Well-behaved/polished/refined/well-mannered/of conduct,"['polished', 'refined', 'svelte', 'urbane']",Synset('polished.s.02'),adj,01.15.21.04|04.06.01
frugal,economical,1894,True,-1,avoiding waste,Retaining/Sparing/frugal/of things: sparingly used/supplied,"['economical', 'frugal', 'scotch', 'sparing', 'stinting']",Synset('economical.s.03'),adj,02.06.10.01|06
frugal,scotch,1894,True,-1,avoiding waste,Retaining/Sparing/frugal/of things: sparingly used/supplied,"['economical', 'frugal', 'scotch', 'sparing', 'stinting']",Synset('economical.s.03'),adj,02.06.10.01|06
frugal,sparing,1894,True,-1,avoiding waste,Retaining/Sparing/frugal/of things: sparingly used/supplied,"['economical', 'frugal', 'scotch', 'sparing', 'stinting']",Synset('economical.s.03'),adj,02.06.10.01|06
frugal,stinting,1894,True,-1,avoiding waste,Retaining/Sparing/frugal/of things: sparingly used/supplied,"['economical', 'frugal', 'scotch', 'sparing', 'stinting']",Synset('economical.s.03'),adj,02.06.10.01|06
part,depart,1894,True,-1,leave,Depart/leave/go away,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06
part,start,1894,True,-1,leave,Depart/leave/go away,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06
part,start_out,1894,True,-1,leave,Depart/leave/go away,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06
part,set_forth,1894,True,-1,leave,Depart/leave/go away,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06
part,set_off,1894,True,-1,leave,Depart/leave/go away,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06
part,set_out,1894,True,-1,leave,Depart/leave/go away,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06
part,take_off,1894,True,-1,leave,Depart/leave/go away,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06
part,depart,1894,True,-1,leave,Depart/leave/go away/set out,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06|07
part,start,1894,True,-1,leave,Depart/leave/go away/set out,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06|07
part,start_out,1894,True,-1,leave,Depart/leave/go away/set out,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06|07
part,set_forth,1894,True,-1,leave,Depart/leave/go away/set out,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06|07
part,set_off,1894,True,-1,leave,Depart/leave/go away/set out,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06|07
part,set_out,1894,True,-1,leave,Depart/leave/go away/set out,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06|07
part,take_off,1894,True,-1,leave,Depart/leave/go away/set out,"['depart', 'part', 'start', 'start_out', 'set_forth', 'set_off', 'set_out', 'take_off']",Synset('depart.v.03'),vi,03.10.01.06|07
span,cross,1894,True,-1,to cover or extend over an area or time period,Go on/make a journey/cross/pass over/beyond/cross a bridge,"['cross', 'traverse', 'span', 'sweep']",Synset('cross.v.05'),vt,03.10|12.04
span,traverse,1894,True,-1,to cover or extend over an area or time period,Go on/make a journey/cross/pass over/beyond/cross a bridge,"['cross', 'traverse', 'span', 'sweep']",Synset('cross.v.05'),vt,03.10|12.04
span,sweep,1894,True,-1,to cover or extend over an area or time period,Go on/make a journey/cross/pass over/beyond/cross a bridge,"['cross', 'traverse', 'span', 'sweep']",Synset('cross.v.05'),vt,03.10|12.04
labour,labor,1894,True,-1,work hard,Carry on an occupation/work/work hard/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,03.11.04|13
labour,toil,1894,True,-1,work hard,Carry on an occupation/work/work hard/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,03.11.04|13
labour,fag,1894,True,-1,work hard,Carry on an occupation/work/work hard/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,03.11.04|13
labour,travail,1894,True,-1,work hard,Carry on an occupation/work/work hard/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,03.11.04|13
labour,grind,1894,True,-1,work hard,Carry on an occupation/work/work hard/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,03.11.04|13
labour,drudge,1894,True,-1,work hard,Carry on an occupation/work/work hard/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,03.11.04|13
labour,dig,1894,True,-1,work hard,Carry on an occupation/work/work hard/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,03.11.04|13
labour,moil,1894,True,-1,work hard,Carry on an occupation/work/work hard/toil,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil']",Synset('labor.v.02'),vi,03.11.04|13
plushy,lavish,1896,True,-1,characterized by extravagance and profusion,Textiles/Textile fabric manufactured in specific way/plush/long/with pile/nap/covered/adorned with,"['lavish', 'lucullan', 'lush', 'plush', 'plushy']",Synset('lavish.s.02'),adj,01.08.01.14.01.03|07.01.01.02
plushy,lucullan,1896,True,-1,characterized by extravagance and profusion,Textiles/Textile fabric manufactured in specific way/plush/long/with pile/nap/covered/adorned with,"['lavish', 'lucullan', 'lush', 'plush', 'plushy']",Synset('lavish.s.02'),adj,01.08.01.14.01.03|07.01.01.02
plushy,lush,1896,True,-1,characterized by extravagance and profusion,Textiles/Textile fabric manufactured in specific way/plush/long/with pile/nap/covered/adorned with,"['lavish', 'lucullan', 'lush', 'plush', 'plushy']",Synset('lavish.s.02'),adj,01.08.01.14.01.03|07.01.01.02
plushy,plush,1896,True,-1,characterized by extravagance and profusion,Textiles/Textile fabric manufactured in specific way/plush/long/with pile/nap/covered/adorned with,"['lavish', 'lucullan', 'lush', 'plush', 'plushy']",Synset('lavish.s.02'),adj,01.08.01.14.01.03|07.01.01.02
rearwards,back,1896,True,-1,at or to or toward the back or rear,Motion in certain direction/Backwards,"['back', 'backward', 'backwards', 'rearward', 'rearwards']",Synset('back.r.02'),adv,01.14.05.05
rearwards,backward,1896,True,-1,at or to or toward the back or rear,Motion in certain direction/Backwards,"['back', 'backward', 'backwards', 'rearward', 'rearwards']",Synset('back.r.02'),adv,01.14.05.05
rearwards,backwards,1896,True,-1,at or to or toward the back or rear,Motion in certain direction/Backwards,"['back', 'backward', 'backwards', 'rearward', 'rearwards']",Synset('back.r.02'),adv,01.14.05.05
